symptom_name;disease_common_name
Vision Disorders;colon cancer
Vision Disorders;skin cancer
Vision Disorders;osteoporosis
Vision Disorders;rheumatoid arthritis
Vision Disorders;Alzheimer's disease
Vision Disorders;coronary artery disease
Vision Disorders;hypertension
Vision Disorders;systemic scleroderma
Vision Disorders;vitiligo
Vision Disorders;type 2 diabetes mellitus
Vision Disorders;metabolic syndrome X
Vision Disorders;obesity
Vision Disorders;leprosy
Vision Disorders;hepatitis B
Vision Disorders;uterine fibroid
Vision Disorders;malignant glioma
Vision Disorders;melanoma
Vision Disorders;retroperitoneal cancer
Vision Disorders;stomach cancer
Vision Disorders;liver cancer
Vision Disorders;pancreatic cancer
Vision Disorders;ovarian cancer
Vision Disorders;head and neck cancer
Vision Disorders;brain cancer
Vision Disorders;meningioma
Vision Disorders;spinal cancer
Vision Disorders;thymus cancer
Vision Disorders;uterine cancer
Vision Disorders;prostate cancer
Vision Disorders;kidney cancer
Vision Disorders;ankylosing spondylitis
Vision Disorders;ulcerative colitis
Vision Disorders;Crohn's disease
Vision Disorders;asthma
Vision Disorders;chronic obstructive pulmonary disease
Vision Disorders;multiple sclerosis
Vision Disorders;Parkinson's disease
Vision Disorders;epilepsy syndrome
Vision Disorders;migraine
Vision Disorders;Graves' disease
Vision Disorders;chronic kidney failure
Vision Disorders;Kawasaki disease
Vision Disorders;anemia
Vision Disorders;systemic lupus erythematosus
Vision Disorders;type 1 diabetes mellitus
Vision Disorders;hypothyroidism
Vision Disorders;bipolar disorder
Vision Disorders;endogenous depression
Vision Disorders;schizophrenia
Vision Disorders;polycystic ovary syndrome
Vision Disorders;germ cell cancer
Vision Disorders;malignant mesothelioma
Vision Disorders;bone cancer
Vision Disorders;adrenal gland cancer
Vision Disorders;testicular cancer
Vision Disorders;ocular cancer
Vision Disorders;peripheral nervous system neoplasm
Vision Disorders;vascular cancer
Vision Disorders;urinary bladder cancer
Vision Disorders;Paget's disease of bone
Vision Disorders;psoriatic arthritis
Vision Disorders;celiac disease
Vision Disorders;pancreatitis
Vision Disorders;Behcet's disease
Vision Disorders;dental caries
Vision Disorders;idiopathic pulmonary fibrosis
Vision Disorders;intracranial aneurysm
Vision Disorders;Creutzfeldt-Jakob disease
Vision Disorders;glaucoma
Vision Disorders;age related macular degeneration
Vision Disorders;focal segmental glomerulosclerosis
Vision Disorders;dilated cardiomyopathy
Vision Disorders;atopic dermatitis
Vision Disorders;attention deficit hyperactivity disorder
Vision Disorders;autistic disorder
Vision Disorders;Gilles de la Tourette syndrome
Vision Disorders;narcolepsy
Vision Disorders;refractive error
Vision Disorders;salivary gland cancer
Vision Disorders;Fuchs' endothelial dystrophy
Blindness;acquired immunodeficiency syndrome
Blindness;breast cancer
Blindness;colon cancer
Blindness;skin cancer
Blindness;osteoporosis
Blindness;rheumatoid arthritis
Blindness;Alzheimer's disease
Blindness;coronary artery disease
Blindness;hypertension
Blindness;vitiligo
Blindness;type 2 diabetes mellitus
Blindness;obesity
Blindness;leprosy
Blindness;malaria
Blindness;malignant glioma
Blindness;melanoma
Blindness;esophageal cancer
Blindness;stomach cancer
Blindness;liver cancer
Blindness;pancreatic cancer
Blindness;ovarian cancer
Blindness;head and neck cancer
Blindness;brain cancer
Blindness;meningioma
Blindness;spinal cancer
Blindness;mediastinal cancer
Blindness;prostate cancer
Blindness;kidney cancer
Blindness;ankylosing spondylitis
Blindness;ulcerative colitis
Blindness;Crohn's disease
Blindness;asthma
Blindness;chronic obstructive pulmonary disease
Blindness;multiple sclerosis
Blindness;Parkinson's disease
Blindness;epilepsy syndrome
Blindness;migraine
Blindness;Graves' disease
Blindness;chronic kidney failure
Blindness;Kawasaki disease
Blindness;anemia
Blindness;systemic lupus erythematosus
Blindness;type 1 diabetes mellitus
Blindness;hypothyroidism
Blindness;bipolar disorder
Blindness;endogenous depression
Blindness;schizophrenia
Blindness;bone cancer
Blindness;adrenal gland cancer
Blindness;ocular cancer
Blindness;peripheral nervous system neoplasm
Blindness;urinary bladder cancer
Blindness;Paget's disease of bone
Blindness;pancreatitis
Blindness;Behcet's disease
Blindness;dental caries
Blindness;idiopathic pulmonary fibrosis
Blindness;intracranial aneurysm
Blindness;Creutzfeldt-Jakob disease
Blindness;glaucoma
Blindness;age related macular degeneration
Blindness;dilated cardiomyopathy
Blindness;atopic dermatitis
Blindness;attention deficit hyperactivity disorder
Blindness;autistic disorder
Blindness;primary biliary cirrhosis
Blindness;Gilles de la Tourette syndrome
Blindness;narcolepsy
Blindness;refractive error
Blindness;salivary gland cancer
Blindness;fallopian tube cancer
Blindness, Cortical;colon cancer
Blindness, Cortical;skin cancer
Blindness, Cortical;Alzheimer's disease
Blindness, Cortical;hypertension
Blindness, Cortical;stomach cancer
Blindness, Cortical;liver cancer
Blindness, Cortical;ovarian cancer
Blindness, Cortical;brain cancer
Blindness, Cortical;meningioma
Blindness, Cortical;uterine cancer
Blindness, Cortical;asthma
Blindness, Cortical;epilepsy syndrome
Blindness, Cortical;migraine
Blindness, Cortical;systemic lupus erythematosus
Blindness, Cortical;bipolar disorder
Blindness, Cortical;celiac disease
Blindness, Cortical;intracranial aneurysm
Blindness, Cortical;Creutzfeldt-Jakob disease
Blindness, Cortical;glaucoma
Color Vision Defects;acquired immunodeficiency syndrome
Color Vision Defects;breast cancer
Color Vision Defects;skin cancer
Color Vision Defects;rheumatoid arthritis
Color Vision Defects;Alzheimer's disease
Color Vision Defects;hypertension
Color Vision Defects;vitiligo
Color Vision Defects;type 2 diabetes mellitus
Color Vision Defects;leprosy
Color Vision Defects;malignant glioma
Color Vision Defects;melanoma
Color Vision Defects;rectum cancer
Color Vision Defects;brain cancer
Color Vision Defects;prostate cancer
Color Vision Defects;multiple sclerosis
Color Vision Defects;Parkinson's disease
Color Vision Defects;epilepsy syndrome
Color Vision Defects;migraine
Color Vision Defects;chronic kidney failure
Color Vision Defects;type 1 diabetes mellitus
Color Vision Defects;bipolar disorder
Color Vision Defects;endogenous depression
Color Vision Defects;schizophrenia
Color Vision Defects;ocular cancer
Color Vision Defects;urinary bladder cancer
Color Vision Defects;glaucoma
Color Vision Defects;age related macular degeneration
Color Vision Defects;dilated cardiomyopathy
Color Vision Defects;otosclerosis
Color Vision Defects;Gilles de la Tourette syndrome
Color Vision Defects;refractive error
Diplopia;acquired immunodeficiency syndrome
Diplopia;breast cancer
Diplopia;skin cancer
Diplopia;rheumatoid arthritis
Diplopia;hypertension
Diplopia;systemic scleroderma
Diplopia;type 2 diabetes mellitus
Diplopia;obesity
Diplopia;hepatitis B
Diplopia;malaria
Diplopia;uterine fibroid
Diplopia;muscle cancer
Diplopia;malignant glioma
Diplopia;melanoma
Diplopia;retroperitoneal cancer
Diplopia;rectum cancer
Diplopia;stomach cancer
Diplopia;liver cancer
Diplopia;pancreatic cancer
Diplopia;ovarian cancer
Diplopia;head and neck cancer
Diplopia;larynx cancer
Diplopia;brain cancer
Diplopia;meningioma
Diplopia;spinal cancer
Diplopia;thymus cancer
Diplopia;prostate cancer
Diplopia;kidney cancer
Diplopia;ankylosing spondylitis
Diplopia;ulcerative colitis
Diplopia;Crohn's disease
Diplopia;multiple sclerosis
Diplopia;Parkinson's disease
Diplopia;epilepsy syndrome
Diplopia;migraine
Diplopia;amyotrophic lateral sclerosis
Diplopia;Graves' disease
Diplopia;chronic kidney failure
Diplopia;systemic lupus erythematosus
Diplopia;type 1 diabetes mellitus
Diplopia;hypothyroidism
Diplopia;panic disorder
Diplopia;bipolar disorder
Diplopia;endogenous depression
Diplopia;schizophrenia
Diplopia;bone cancer
Diplopia;testicular cancer
Diplopia;ocular cancer
Diplopia;urinary bladder cancer
Diplopia;Paget's disease of bone
Diplopia;psoriatic arthritis
Diplopia;celiac disease
Diplopia;Behcet's disease
Diplopia;intracranial aneurysm
Diplopia;Creutzfeldt-Jakob disease
Diplopia;glaucoma
Diplopia;age related macular degeneration
Diplopia;narcolepsy
Diplopia;refractive error
Hemianopsia;acquired immunodeficiency syndrome
Hemianopsia;breast cancer
Hemianopsia;colon cancer
Hemianopsia;skin cancer
Hemianopsia;rheumatoid arthritis
Hemianopsia;Alzheimer's disease
Hemianopsia;hypertension
Hemianopsia;type 2 diabetes mellitus
Hemianopsia;malignant glioma
Hemianopsia;rectum cancer
Hemianopsia;pancreatic cancer
Hemianopsia;ovarian cancer
Hemianopsia;head and neck cancer
Hemianopsia;brain cancer
Hemianopsia;meningioma
Hemianopsia;spinal cancer
Hemianopsia;kidney cancer
Hemianopsia;multiple sclerosis
Hemianopsia;epilepsy syndrome
Hemianopsia;migraine
Hemianopsia;Graves' disease
Hemianopsia;chronic kidney failure
Hemianopsia;anemia
Hemianopsia;systemic lupus erythematosus
Hemianopsia;type 1 diabetes mellitus
Hemianopsia;adrenal gland cancer
Hemianopsia;testicular cancer
Hemianopsia;ocular cancer
Hemianopsia;peripheral nervous system neoplasm
Hemianopsia;urinary bladder cancer
Hemianopsia;Paget's disease of bone
Hemianopsia;pancreatitis
Hemianopsia;Behcet's disease
Hemianopsia;intracranial aneurysm
Hemianopsia;Creutzfeldt-Jakob disease
Hemianopsia;glaucoma
Hemianopsia;age related macular degeneration
Hemianopsia;atopic dermatitis
Vision, Low;acquired immunodeficiency syndrome
Vision, Low;breast cancer
Vision, Low;skin cancer
Vision, Low;osteoporosis
Vision, Low;rheumatoid arthritis
Vision, Low;Alzheimer's disease
Vision, Low;systemic scleroderma
Vision, Low;type 2 diabetes mellitus
Vision, Low;obesity
Vision, Low;leprosy
Vision, Low;malignant glioma
Vision, Low;melanoma
Vision, Low;liver cancer
Vision, Low;pancreatic cancer
Vision, Low;larynx cancer
Vision, Low;brain cancer
Vision, Low;meningioma
Vision, Low;spinal cancer
Vision, Low;prostate cancer
Vision, Low;Crohn's disease
Vision, Low;multiple sclerosis
Vision, Low;epilepsy syndrome
Vision, Low;migraine
Vision, Low;restless legs syndrome
Vision, Low;Graves' disease
Vision, Low;anemia
Vision, Low;systemic lupus erythematosus
Vision, Low;type 1 diabetes mellitus
Vision, Low;hypothyroidism
Vision, Low;endogenous depression
Vision, Low;ocular cancer
Vision, Low;pancreatitis
Vision, Low;Behcet's disease
Vision, Low;intracranial aneurysm
Vision, Low;Creutzfeldt-Jakob disease
Vision, Low;glaucoma
Vision, Low;age related macular degeneration
Vision, Low;attention deficit hyperactivity disorder
Vision, Low;autistic disorder
Vision, Low;refractive error
Vision, Low;Fuchs' endothelial dystrophy
Urinary Bladder, Neurogenic;acquired immunodeficiency syndrome
Urinary Bladder, Neurogenic;breast cancer
Urinary Bladder, Neurogenic;colon cancer
Urinary Bladder, Neurogenic;rheumatoid arthritis
Urinary Bladder, Neurogenic;Alzheimer's disease
Urinary Bladder, Neurogenic;hypertension
Urinary Bladder, Neurogenic;type 2 diabetes mellitus
Urinary Bladder, Neurogenic;obesity
Urinary Bladder, Neurogenic;hepatitis B
Urinary Bladder, Neurogenic;uterine fibroid
Urinary Bladder, Neurogenic;malignant glioma
Urinary Bladder, Neurogenic;retroperitoneal cancer
Urinary Bladder, Neurogenic;esophageal cancer
Urinary Bladder, Neurogenic;rectum cancer
Urinary Bladder, Neurogenic;stomach cancer
Urinary Bladder, Neurogenic;ovarian cancer
Urinary Bladder, Neurogenic;brain cancer
Urinary Bladder, Neurogenic;meningioma
Urinary Bladder, Neurogenic;spinal cancer
Urinary Bladder, Neurogenic;uterine cancer
Urinary Bladder, Neurogenic;prostate cancer
Urinary Bladder, Neurogenic;kidney cancer
Urinary Bladder, Neurogenic;ankylosing spondylitis
Urinary Bladder, Neurogenic;Crohn's disease
Urinary Bladder, Neurogenic;asthma
Urinary Bladder, Neurogenic;multiple sclerosis
Urinary Bladder, Neurogenic;Parkinson's disease
Urinary Bladder, Neurogenic;epilepsy syndrome
Urinary Bladder, Neurogenic;amyotrophic lateral sclerosis
Urinary Bladder, Neurogenic;chronic kidney failure
Urinary Bladder, Neurogenic;systemic lupus erythematosus
Urinary Bladder, Neurogenic;type 1 diabetes mellitus
Urinary Bladder, Neurogenic;endogenous depression
Urinary Bladder, Neurogenic;schizophrenia
Urinary Bladder, Neurogenic;bone cancer
Urinary Bladder, Neurogenic;jejunal cancer
Urinary Bladder, Neurogenic;ureter cancer
Urinary Bladder, Neurogenic;urinary bladder cancer
Urinary Bladder, Neurogenic;Behcet's disease
Urinary Bladder, Neurogenic;attention deficit hyperactivity disorder
Vertigo;acquired immunodeficiency syndrome
Vertigo;breast cancer
Vertigo;colon cancer
Vertigo;skin cancer
Vertigo;osteoporosis
Vertigo;rheumatoid arthritis
Vertigo;Alzheimer's disease
Vertigo;coronary artery disease
Vertigo;hypertension
Vertigo;systemic scleroderma
Vertigo;vitiligo
Vertigo;type 2 diabetes mellitus
Vertigo;metabolic syndrome X
Vertigo;obesity
Vertigo;leprosy
Vertigo;hepatitis B
Vertigo;malaria
Vertigo;melanoma
Vertigo;stomach cancer
Vertigo;pancreatic cancer
Vertigo;ovarian cancer
Vertigo;head and neck cancer
Vertigo;brain cancer
Vertigo;meningioma
Vertigo;spinal cancer
Vertigo;thymus cancer
Vertigo;prostate cancer
Vertigo;kidney cancer
Vertigo;ankylosing spondylitis
Vertigo;ulcerative colitis
Vertigo;asthma
Vertigo;multiple sclerosis
Vertigo;Parkinson's disease
Vertigo;epilepsy syndrome
Vertigo;migraine
Vertigo;amyotrophic lateral sclerosis
Vertigo;Graves' disease
Vertigo;chronic kidney failure
Vertigo;anemia
Vertigo;systemic lupus erythematosus
Vertigo;type 1 diabetes mellitus
Vertigo;hypothyroidism
Vertigo;panic disorder
Vertigo;bipolar disorder
Vertigo;endogenous depression
Vertigo;schizophrenia
Vertigo;bone cancer
Vertigo;adrenal gland cancer
Vertigo;testicular cancer
Vertigo;ocular cancer
Vertigo;peripheral nervous system neoplasm
Vertigo;urinary bladder cancer
Vertigo;Paget's disease of bone
Vertigo;celiac disease
Vertigo;Behcet's disease
Vertigo;idiopathic pulmonary fibrosis
Vertigo;intracranial aneurysm
Vertigo;Creutzfeldt-Jakob disease
Vertigo;glaucoma
Vertigo;thoracic aortic aneurysm
Vertigo;attention deficit hyperactivity disorder
Vertigo;otosclerosis
Vertigo;Gilles de la Tourette syndrome
Vertigo;refractive error
Voice Disorders;acquired immunodeficiency syndrome
Voice Disorders;breast cancer
Voice Disorders;skin cancer
Voice Disorders;osteoporosis
Voice Disorders;rheumatoid arthritis
Voice Disorders;systemic scleroderma
Voice Disorders;leprosy
Voice Disorders;head and neck cancer
Voice Disorders;larynx cancer
Voice Disorders;brain cancer
Voice Disorders;prostate cancer
Voice Disorders;ankylosing spondylitis
Voice Disorders;Crohn's disease
Voice Disorders;asthma
Voice Disorders;multiple sclerosis
Voice Disorders;Parkinson's disease
Voice Disorders;epilepsy syndrome
Voice Disorders;migraine
Voice Disorders;amyotrophic lateral sclerosis
Voice Disorders;chronic kidney failure
Voice Disorders;systemic lupus erythematosus
Voice Disorders;hypothyroidism
Voice Disorders;endogenous depression
Voice Disorders;schizophrenia
Voice Disorders;cleft lip
Voice Disorders;intracranial aneurysm
Voice Disorders;thoracic aortic aneurysm
Voice Disorders;autistic disorder
Voice Disorders;Gilles de la Tourette syndrome
Hoarseness;acquired immunodeficiency syndrome
Hoarseness;breast cancer
Hoarseness;colon cancer
Hoarseness;rheumatoid arthritis
Hoarseness;coronary artery disease
Hoarseness;systemic scleroderma
Hoarseness;leprosy
Hoarseness;uterine fibroid
Hoarseness;melanoma
Hoarseness;esophageal cancer
Hoarseness;rectum cancer
Hoarseness;stomach cancer
Hoarseness;ovarian cancer
Hoarseness;head and neck cancer
Hoarseness;larynx cancer
Hoarseness;meningioma
Hoarseness;spinal cancer
Hoarseness;mediastinal cancer
Hoarseness;thymus cancer
Hoarseness;kidney cancer
Hoarseness;ankylosing spondylitis
Hoarseness;Crohn's disease
Hoarseness;asthma
Hoarseness;multiple sclerosis
Hoarseness;Parkinson's disease
Hoarseness;epilepsy syndrome
Hoarseness;amyotrophic lateral sclerosis
Hoarseness;Graves' disease
Hoarseness;systemic lupus erythematosus
Hoarseness;hypothyroidism
Hoarseness;endogenous depression
Hoarseness;germ cell cancer
Hoarseness;bone cancer
Hoarseness;peripheral nervous system neoplasm
Hoarseness;Behcet's disease
Hoarseness;thoracic aortic aneurysm
Hoarseness;salivary gland cancer
Oral Hemorrhage;acquired immunodeficiency syndrome
Oral Hemorrhage;skin cancer
Oral Hemorrhage;rheumatoid arthritis
Oral Hemorrhage;hypertension
Oral Hemorrhage;vitiligo
Oral Hemorrhage;melanoma
Oral Hemorrhage;liver cancer
Oral Hemorrhage;head and neck cancer
Oral Hemorrhage;brain cancer
Oral Hemorrhage;prostate cancer
Oral Hemorrhage;Crohn's disease
Oral Hemorrhage;chronic obstructive pulmonary disease
Oral Hemorrhage;epilepsy syndrome
Oral Hemorrhage;chronic kidney failure
Oral Hemorrhage;Kawasaki disease
Oral Hemorrhage;anemia
Oral Hemorrhage;systemic lupus erythematosus
Oral Hemorrhage;hypothyroidism
Oral Hemorrhage;bone cancer
Oral Hemorrhage;ocular cancer
Oral Hemorrhage;Paget's disease of bone
Oral Hemorrhage;periodontitis
Oral Hemorrhage;dental caries
Oral Hemorrhage;abdominal aortic aneurysm
Oral Hemorrhage;thoracic aortic aneurysm
Oral Hemorrhage;salivary gland cancer
Abdomen, Acute;acquired immunodeficiency syndrome
Abdomen, Acute;breast cancer
Abdomen, Acute;colon cancer
Abdomen, Acute;skin cancer
Abdomen, Acute;rheumatoid arthritis
